Date,MMM,AAPL,CAT,MMM,AAPL,CAT,MMM
2015-12-16,149.95,108.98,67.72,149.95,108.98,67.72,149.95
2015-12-17,148.85,106.03,64.9,148.85,106.03,64.9,148.85
2015-12-18,146.92,107.33,65.11,146.92,107.33,65.11,146.92
2015-12-21,147.48,107.23,65.24,147.48,107.23,65.24,147.48
2015-12-22,148.97,108.61,68.41,148.97,108.61,68.41,148.97
2015-12-23,151.16,108.03,69.89,151.16,108.03,69.89,151.16
2015-12-24,151.19,106.82,69.38,151.19,106.82,69.38,151.19
2015-12-28,151.22,108.74,68.58,151.22,108.74,68.58,151.22
2015-12-29,152.89,107.32,69.19,152.89,107.32,69.19,152.89
2015-12-30,151.91,105.26,68.69,151.91,105.26,68.69,151.91
2015-12-31,150.64,105.35,67.96,150.64,105.35,67.96,150.64
2016-01-04,146.82,102.71,67.99,146.82,102.71,67.99,146.82
2016-01-05,147.46,100.7,67.28,147.46,100.7,67.28,147.46
2016-01-06,144.49,96.45,66.22,144.49,96.45,66.22,144.49
2016-01-07,140.97,96.96,63.94,140.97,96.96,63.94,140.97
2016-01-08,140.49,98.53,63.29,140.49,98.53,63.29,140.49
2016-01-11,140.46,99.96,61.47,140.46,99.96,61.47,140.46
2016-01-12,140.86,97.39,61.6,140.86,97.39,61.6,140.86
2016-01-13,138.72,99.52,60.89,138.72,99.52,60.89,138.72
2016-01-14,141.18,97.13,62.27,141.18,97.13,62.27,141.18
2016-01-15,138.69,96.66,59.87,138.69,96.66,59.87,138.69
2016-01-19,138.39,96.79,59.03,138.39,96.79,59.03,138.39
2016-01-20,136.96,96.3,58.81,136.96,96.3,58.81,136.96
2016-01-21,137.76,101.42,59.69,137.76,101.42,59.69,137.76
2016-01-22,139.52,99.44,60.98,139.52,99.44,60.98,139.52
2016-01-25,137.57,99.99,57.91,137.57,99.99,57.91,137.57
2016-01-26,144.78,93.42,59.16,144.78,93.42,59.16,144.78
2016-01-27,145.55,94.09,58.32,145.55,94.09,58.32,145.55
2016-01-28,147.32,97.34,61.08,147.32,97.34,61.08,147.32
2016-01-29,151,96.43,62.24,151,96.43,62.24,151
2016-02-01,148.73,94.48,62.7,148.73,94.48,62.7,148.73
2016-02-02,147.87,96.35,60.67,147.87,96.35,60.67,147.87
2016-02-03,152.52,96.6,63.27,152.52,96.6,63.27,152.52
2016-02-04,153.44,94.02,65.96,153.44,94.02,65.96,153.44
2016-02-05,153.47,95.01,66.12,153.47,95.01,66.12,153.47
2016-02-08,153.9,94.99,64.58,153.9,94.99,64.58,153.9
2016-02-09,154.74,94.27,63.93,154.74,94.27,63.93,154.74
2016-02-10,152.45,93.7,62.14,152.45,93.7,62.14,152.45
2016-02-11,150.67,93.99,61.41,150.67,93.99,61.41,150.67
2016-02-12,153.96,96.64,63.15,153.96,96.64,63.15,153.96
2016-02-16,155.53,98.12,65.21,155.53,98.12,65.21,155.53
2016-02-17,156.62,96.26,67.26,156.62,96.26,67.26,156.62
2016-02-18,156.78,96.04,66.12,156.78,96.04,66.12,156.78
2016-02-19,156.45,96.88,65.42,156.45,96.88,65.42,156.45
2016-02-22,157.7,94.69,67.31,157.7,94.69,67.31,157.7
2016-02-23,156.17,96.1,65.78,156.17,96.1,65.78,156.17
2016-02-24,157.22,96.76,65.88,157.22,96.76,65.88,157.22
2016-02-25,158.99,96.91,66.47,158.99,96.91,66.47,158.99
2016-02-26,158.27,96.69,66.87,158.27,96.69,66.87,158.27
2016-02-29,156.87,100.53,67.7,156.87,100.53,67.7,156.87
2016-03-01,159.59,100.75,69.09,159.59,100.75,69.09,159.59
2016-03-02,159.41,101.5,69.38,159.41,101.5,69.38,159.41
2016-03-03,159.38,103.01,71.75,159.38,103.01,71.75,159.38
2016-03-04,160.07,101.87,72.84,160.07,101.87,72.84,160.07
2016-03-07,160.57,101.03,74.77,160.57,101.03,74.77,160.57
2016-03-08,160.2,101.12,71.73,160.2,101.12,71.73,160.2
2016-03-09,160.09,101.17,71.87,160.09,101.17,71.87,160.09
2016-03-10,159.89,102.26,71.36,159.89,102.26,71.36,159.89
2016-03-11,161.88,102.52,72.8,161.88,102.52,72.8,161.88
2016-03-14,161.81,104.58,72.73,161.81,104.58,72.73,161.81
2016-03-15,162.41,105.97,72.44,162.41,105.97,72.44,162.41
2016-03-16,162.89,105.8,74.34,162.89,105.8,74.34,162.89
2016-03-17,163.75,105.92,75.9,163.75,105.92,75.9,163.75
2016-03-18,165.33,105.91,75.47,165.33,105.91,75.47,165.33
2016-03-21,164.84,106.72,75.89,164.84,106.72,75.89,164.84
2016-03-22,164.91,106.13,75.55,164.91,106.13,75.55,164.91
2016-03-23,164.27,105.67,73.68,164.27,105.67,73.68,164.27
2016-03-24,164.46,105.19,75.29,164.46,105.19,75.29,164.46
2016-03-28,166.28,107.68,75.32,166.28,107.68,75.32,166.28
2016-03-29,164.39,109.56,76.01,164.39,109.56,76.01,164.39
2016-03-30,166.75,108.99,76.51,166.75,108.99,76.51,166.75
2016-03-31,166.63,109.99,76.54,166.63,109.99,76.54,166.63
2016-04-01,167.53,111.12,76.79,167.53,111.12,76.79,167.53
2016-04-04,166.4,109.81,75.72,166.4,109.81,75.72,166.4
2016-04-05,165.81,110.96,75.24,165.81,110.96,75.24,165.81
2016-04-06,166.81,108.54,75.22,166.81,108.54,75.22,166.81
2016-04-07,167.16,108.66,74.17,167.16,108.66,74.17,167.16
2016-04-08,166.63,109.02,74.35,166.63,109.02,74.35,166.63
2016-04-11,166.59,110.44,74.63,166.59,110.44,74.63,166.59
2016-04-12,168.03,112.04,76.1,168.03,112.04,76.1,168.03
2016-04-13,168.59,112.1,79.13,168.59,112.1,79.13,168.59
2016-04-14,168.16,109.85,79.05,168.16,109.85,79.05,168.16
2016-04-15,168.78,107.48,79.17,168.78,107.48,79.17,168.78
2016-04-18,169.55,106.91,79.25,169.55,106.91,79.25,169.55
2016-04-19,169.65,107.13,80.39,169.65,107.13,80.39,169.65
2016-04-20,168.94,105.97,79.74,168.94,105.97,79.74,168.94
2016-04-21,168.66,105.68,78.66,168.66,105.68,78.66,168.66
2016-04-22,168.66,105.08,78.32,168.66,105.08,78.32,168.66
2016-04-25,168.38,104.35,76.79,168.38,104.35,76.79,168.38
2016-04-26,166.18,97.82,77.65,166.18,97.82,77.65,166.18
2016-04-27,167.76,94.83,78.68,167.76,94.83,78.68,167.76
2016-04-28,167,93.74,77.75,167,93.74,77.75,167
2016-04-29,167.38,93.64,77.72,167.38,93.64,77.72,167.38
2016-05-02,168.34,95.18,77.84,168.34,95.18,77.84,168.34
2016-05-03,167.97,94.19,76.36,167.97,94.19,76.36,167.97
2016-05-04,167.16,93.24,74.24,167.16,93.24,74.24,167.16
2016-05-05,167.77,92.72,72.79,167.77,92.72,72.79,167.77
2016-05-06,168.89,92.79,73.36,168.89,92.79,73.36,168.89
2016-05-09,168.52,93.42,70.78,168.52,93.42,70.78,168.52
2016-05-10,170.26,92.51,72.51,170.26,92.51,72.51,170.26
2016-05-11,169.77,90.34,72.43,169.77,90.34,72.43,169.77
2016-05-12,170.15,90.52,71.7,170.15,90.52,71.7,170.15
2016-05-13,168.32,93.88,70.07,168.32,93.88,70.07,168.32
2016-05-16,169.55,93.49,70.7,169.55,93.49,70.7,169.55
2016-05-17,167.81,94.56,71.05,167.81,94.56,71.05,167.81
2016-05-18,166.82,94.2,70.59,166.82,94.2,70.59,166.82
2016-05-19,165.11,95.22,69.43,165.11,95.22,69.43,165.11
2016-05-20,165.01,96.43,69.87,165.01,96.43,69.87,165.01
2016-05-23,166.11,97.9,70.4,166.11,97.9,70.4,166.11
2016-05-24,168.63,99.62,71.09,168.63,99.62,71.09,168.63
2016-05-25,169.99,100.41,72.57,169.99,100.41,72.57,169.99
2016-05-26,168.91,100.35,72.08,168.91,100.35,72.08,168.91
2016-05-27,168.89,99.86,71.96,168.89,99.86,71.96,168.89
2016-05-31,168.32,98.46,72.51,168.32,98.46,72.51,168.32
2016-06-01,168.69,97.72,72.27,168.69,97.72,72.27,168.69
2016-06-02,168.04,97.92,73.62,168.04,97.92,73.62,168.04
2016-06-03,168.38,98.63,75.04,168.38,98.63,75.04,168.38
2016-06-06,170.08,99.03,76.42,170.08,99.03,76.42,170.08
2016-06-07,170.91,98.94,76.81,170.91,98.94,76.81,170.91
2016-06-08,171.42,99.65,78.11,171.42,99.65,78.11,171.42
2016-06-09,170.13,98.83,77.16,170.13,98.83,77.16,170.13
2016-06-10,168.56,97.34,76.03,168.56,97.34,76.03,168.56
2016-06-13,167.13,97.46,75.23,167.13,97.46,75.23,167.13
2016-06-14,167.61,97.14,74.86,167.61,97.14,74.86,167.61
2016-06-15,167.8,97.55,75.07,167.8,97.55,75.07,167.8
2016-06-16,169.93,95.33,74.99,169.93,95.33,74.99,169.93
2016-06-17,168.94,95.1,75.93,168.94,95.1,75.93,168.94
2016-06-20,171.23,95.91,76.43,171.23,95.91,76.43,171.23
2016-06-21,171.37,95.55,76.49,171.37,95.55,76.49,171.37
2016-06-22,171.23,96.1,76.43,171.23,96.1,76.43,171.23
2016-06-23,174.11,93.4,78.22,174.11,93.4,78.22,174.11
2016-06-24,169.12,92.04,73.03,169.12,92.04,73.03,169.12
2016-06-27,167.19,93.59,71.38,167.19,93.59,71.38,167.19
2016-06-28,169.59,94.4,72.52,169.59,94.4,72.52,169.59
2016-06-29,171.52,95.6,74.23,171.52,95.6,74.23,171.52
2016-06-30,175.12,95.89,75.81,175.12,95.89,75.81,175.12
2016-07-01,175.54,94.99,76.45,175.54,94.99,76.45,175.54
2016-07-05,175.63,95.53,74.38,175.63,95.53,74.38,175.63
2016-07-06,175.16,95.94,74.83,175.16,95.94,74.83,175.16
2016-07-07,174.87,96.68,75.05,174.87,96.68,75.05,174.87
2016-07-08,177.12,96.98,77.37,177.12,96.98,77.37,177.12
2016-07-11,178.01,97.42,77.8,178.01,97.42,77.8,178.01
2016-07-12,179.16,96.87,79.8,179.16,96.87,79.8,179.16
2016-07-13,179.21,98.79,79.69,179.21,98.79,79.69,179.21
2016-07-14,180.9,98.78,80.06,180.9,98.78,80.06,180.9
2016-07-15,181.4,99.83,80.7,181.4,99.83,80.7,181.4
2016-07-18,181.11,99.87,79.82,181.11,99.87,79.82,181.11
2016-07-19,181.24,99.96,79.74,181.24,99.96,79.74,181.24
2016-07-20,181.42,99.43,79.69,181.42,99.43,79.69,181.42
2016-07-21,180.26,98.66,80.01,180.26,98.66,80.01,180.26
2016-07-22,180.44,97.34,79.38,180.44,97.34,79.38,180.44
2016-07-25,179.63,96.67,78.69,179.63,96.67,78.69,179.63
2016-07-26,177.66,102.95,82.75,177.66,102.95,82.75,177.66
2016-07-27,178.27,104.34,84.1,178.27,104.34,84.1,178.27
2016-07-28,177.98,104.21,82.92,177.98,104.21,82.92,177.98
2016-07-29,178.36,106.05,82.76,178.36,106.05,82.76,178.36
2016-08-01,178.29,104.48,81.95,178.29,104.48,81.95,178.29
2016-08-02,178.36,105.79,81.24,178.36,105.79,81.24,178.36
2016-08-03,178.38,105.87,82.03,178.38,105.87,82.03,178.38
2016-08-04,177.81,107.48,81.77,177.81,107.48,81.77,177.81
2016-08-05,178.57,108.37,82.56,178.57,108.37,82.56,178.57
2016-08-08,178.58,108.81,83.44,178.58,108.81,83.44,178.58
2016-08-09,178.39,108,82.83,178.39,108,82.83,178.39
2016-08-10,178.82,107.93,82.65,178.82,107.93,82.65,178.82
2016-08-11,181,108.18,83.24,181,108.18,83.24,181
2016-08-12,180.27,109.48,83,180.27,109.48,83,180.27
2016-08-15,180.56,109.38,84.15,180.56,109.38,84.15,180.56
2016-08-16,179.25,109.22,84.29,179.25,109.22,84.29,179.25
2016-08-17,179.87,109.08,84.41,179.87,109.08,84.41,179.87
2016-08-18,179.18,109.36,83.38,179.18,109.36,83.38,179.18
2016-08-19,179.61,108.51,83.84,179.61,108.51,83.84,179.61
2016-08-22,179.07,108.85,83.59,179.07,108.85,83.59,179.07
2016-08-23,179.77,108.03,84.01,179.77,108.03,84.01,179.77
2016-08-24,179.41,107.57,83.15,179.41,107.57,83.15,179.41
2016-08-25,179.58,106.94,82.84,179.58,106.94,82.84,179.58
2016-08-26,179.41,106.82,82.66,179.41,106.82,82.66,179.41
2016-08-29,180.5,106,83.1,180.5,106,83.1,180.5
2016-08-30,180.15,106.1,82.48,180.15,106.1,82.48,180.15
2016-08-31,179.24,106.73,81.95,179.24,106.73,81.95,179.24
2016-09-01,179.98,107.73,81.45,179.98,107.73,81.45,179.98
2016-09-02,180.81,107.7,81.69,180.81,107.7,81.69,180.81
2016-09-06,180.46,108.36,82.08,180.46,108.36,82.08,180.46
2016-09-07,179.75,105.52,83.72,179.75,105.52,83.72,179.75
2016-09-08,180.1,103.13,83.54,180.1,103.13,83.54,180.1
2016-09-09,175.64,105.44,80.79,175.64,105.44,80.79,175.64
2016-09-12,178.1,107.95,81.92,178.1,107.95,81.92,178.1
2016-09-13,176.07,111.77,80.23,176.07,111.77,80.23,176.07
2016-09-14,175.62,115.57,81.02,175.62,115.57,81.02,175.62
2016-09-15,176.59,114.92,82.03,176.59,114.92,82.03,176.59
2016-09-16,175.06,113.58,82.05,175.06,113.58,82.05,175.06
2016-09-19,176.72,113.57,81.88,176.72,113.57,81.88,176.72
2016-09-20,177.6,113.55,81.7,177.6,113.55,81.7,177.6
2016-09-21,179.59,114.62,83.47,179.59,114.62,83.47,179.59
2016-09-22,179.85,112.71,83.5,179.85,112.71,83.5,179.85
2016-09-23,177.39,112.88,82.44,177.39,112.88,82.44,177.39
2016-09-26,175.95,113.09,82.37,175.95,113.09,82.37,175.95
2016-09-27,176.3,113.95,82.88,176.3,113.95,82.88,176.3
2016-09-28,177.59,112.18,86.59,177.59,112.18,86.59,177.59
2016-09-29,175.37,113.05,87.47,175.37,113.05,87.47,175.37
2016-09-30,176.23,112.52,88.77,176.23,112.52,88.77,176.23
2016-10-03,175.04,113,88.28,175.04,113,88.28,175.04
2016-10-04,171.68,113.05,87.51,171.68,113.05,87.51,171.68
2016-10-05,172.39,113.89,89.42,172.39,113.89,89.42,172.39
2016-10-06,171.64,114.06,89.29,171.64,114.06,89.29,171.64
2016-10-07,171.33,116.05,88.47,171.33,116.05,88.47,171.33
2016-10-10,171.14,116.3,88.22,171.14,116.3,88.22,171.14
2016-10-11,169.68,117.34,87.47,169.68,117.34,87.47,169.68
2016-10-12,169.72,116.98,87.58,169.72,116.98,87.58,169.72
2016-10-13,170.02,117.63,86.97,170.02,117.63,86.97,170.02
2016-10-14,170.33,117.55,87.67,170.33,117.55,87.67,170.33
2016-10-17,170.21,117.47,87.29,170.21,117.47,87.29,170.21
2016-10-18,169.95,117.12,87.22,169.95,117.12,87.22,169.95
2016-10-19,169.91,117.06,88,169.91,117.06,88,169.91
2016-10-20,169.86,116.6,86.63,169.86,116.6,86.63,169.86
2016-10-21,169.5,117.65,86.33,169.5,117.65,86.33,169.5
2016-10-24,171.27,118.25,85.99,171.27,118.25,85.99,171.27
2016-10-25,166.23,115.59,84.48,166.23,115.59,84.48,166.23
2016-10-26,166.51,114.48,84.13,166.51,114.48,84.13,166.51
2016-10-27,165.76,113.72,83.01,165.76,113.72,83.01,165.76
2016-10-28,165.77,113.54,83.88,165.77,113.54,83.88,165.77
2016-10-31,165.3,111.49,83.46,165.3,111.49,83.46,165.3
2016-11-01,164.25,111.59,82.24,164.25,111.59,82.24,164.25
2016-11-02,165.73,109.83,81.11,165.73,109.83,81.11,165.73
2016-11-03,166.83,108.84,81.27,166.83,108.84,81.27,166.83
2016-11-04,166.48,110.41,82.31,166.48,110.41,82.31,166.48
2016-11-07,169.74,111.06,83.75,169.74,111.06,83.75,169.74
2016-11-08,171.03,110.88,84.68,171.03,110.88,84.68,171.03
2016-11-09,170.39,107.79,91.2,170.39,107.79,91.2,170.39
2016-11-10,174.28,108.43,93.45,174.28,108.43,93.45,174.28
2016-11-11,175.08,105.71,93.01,175.08,105.71,93.01,175.08
2016-11-14,172.91,107.11,94.17,172.91,107.11,94.17,172.91
2016-11-15,174.24,109.99,94.44,174.24,109.99,94.44,174.24
2016-11-16,172.01,109.95,93.35,172.01,109.95,93.35,172.01
2016-11-17,172.77,110.06,92.78,172.77,110.06,92.78,172.77
2016-11-18,172.96,111.73,92.34,172.96,111.73,92.34,172.96
2016-11-21,171.52,111.8,92.9,171.52,111.8,92.9,171.52
2016-11-22,171.91,111.23,93.62,171.91,111.23,93.62,171.91
2016-11-23,172.25,111.79,96.18,172.25,111.79,96.18,172.25
2016-11-25,173.49,111.57,95.81,173.49,111.57,95.81,173.49
2016-11-28,172.5,111.46,94.9,172.5,111.46,94.9,172.5
2016-11-29,172.77,110.52,94.04,172.77,110.52,94.04,172.77
2016-11-30,171.74,109.49,95.56,171.74,109.49,95.56,171.74
2016-12-01,172.63,109.9,96.24,172.63,109.9,96.24,172.63
2016-12-02,172.43,109.11,95.14,172.43,109.11,95.14,172.43
2016-12-05,171.62,109.95,94.45,171.62,109.95,94.45,171.62
2016-12-06,171.8,111.03,95.22,171.8,111.03,95.22,171.8
2016-12-07,176.05,112.12,97.33,176.05,112.12,97.33,176.05
2016-12-08,175.88,113.95,96.27,175.88,113.95,96.27,175.88
2016-12-09,178.49,113.3,95.53,178.49,113.3,95.53,178.49
2016-12-12,179.64,115.19,95.08,179.64,115.19,95.08,179.64
2016-12-13,178.83,115.19,96.02,178.83,115.19,96.02,178.83
2016-12-14,176.6,115.82,93.74,176.6,115.82,93.74,176.6
2016-12-15,176.02,115.97,94.53,176.02,115.97,94.53,176.02
2016-12-16,177.45,116.64,92.58,177.45,116.64,92.58,177.45
2016-12-19,178.16,116.95,92.71,178.16,116.95,92.71,178.16
2016-12-20,178.65,117.06,94.34,178.65,117.06,94.34,178.65
2016-12-21,178.43,116.29,93.82,178.43,116.29,93.82,178.43
2016-12-22,179.2,116.52,94.12,179.2,116.52,94.12,179.2
2016-12-23,178.75,117.26,94.32,178.75,117.26,94.32,178.75
2016-12-27,178.92,116.76,94.55,178.92,116.76,94.55,178.92
2016-12-28,178.08,116.73,93.15,178.08,116.73,93.15,178.08
2016-12-29,178.41,115.82,93.29,178.41,115.82,93.29,178.41
2016-12-30,178.57,116.15,92.74,178.57,116.15,92.74,178.57
2017-01-03,178.05,116.02,93.99,178.05,116.02,93.99,178.05
2017-01-04,178.32,116.61,93.57,178.32,116.61,93.57,178.32
2017-01-05,177.71,117.91,93,177.71,117.91,93,177.71
2017-01-06,178.23,118.99,93.04,178.23,118.99,93.04,178.23
2017-01-09,177.27,119.11,92.37,177.27,119.11,92.37,177.27
2017-01-10,176.58,119.75,93.83,176.58,119.75,93.83,176.58
2017-01-11,177.89,119.25,94.65,177.89,119.25,94.65,177.89
2017-01-12,177.44,119.04,93.99,177.44,119.04,93.99,177.44
2017-01-13,177.39,120,94.48,177.39,120,94.48,177.39
2017-01-17,177.26,119.99,93.57,177.26,119.99,93.57,177.26
2017-01-18,178.49,119.78,93.33,178.49,119.78,93.33,178.49
2017-01-19,178.68,120,93.38,178.68,120,93.38,178.68
2017-01-20,178.49,120.08,94.58,178.49,120.08,94.58,178.49
2017-01-23,178.51,119.97,94.46,178.51,119.97,94.46,178.51
2017-01-24,175.97,121.88,96.24,175.97,121.88,96.24,175.97
2017-01-25,176.73,121.94,98.15,176.73,121.94,98.15,176.73
2017-01-26,176.82,121.95,97.22,176.82,121.95,97.22,176.82
2017-01-27,177.48,121.63,98.99,177.48,121.63,98.99,177.48
2017-01-30,175.42,121.35,96.79,175.42,121.35,96.79,175.42
2017-01-31,174.82,128.75,95.66,174.82,128.75,95.66,174.82
2017-02-01,175.17,128.53,95.11,175.17,128.53,95.11,175.17
2017-02-02,174.18,129.08,93.77,174.18,129.08,93.77,174.18
2017-02-03,175.04,130.29,93.28,175.04,130.29,93.28,175.04
2017-02-06,175.1,131.53,92.87,175.1,131.53,92.87,175.1
2017-02-07,175.76,132.04,93.31,175.76,132.04,93.31,175.76
2017-02-08,177.07,132.42,92.91,177.07,132.42,92.91,177.07
2017-02-09,178.18,132.12,93.96,178.18,132.12,93.96,178.18
2017-02-10,179,133.29,96.31,179,133.29,96.31,179
2017-02-13,181.02,135.02,98.5,181.02,135.02,98.5,181.02
2017-02-14,181.6,135.51,98.09,181.6,135.51,98.09,181.6
2017-02-15,181.7,135.34,99.02,181.7,135.34,99.02,181.7
2017-02-16,183.41,135.72,98.26,183.41,135.72,98.26,183.41
2017-02-17,182.95,136.7,98.85,182.95,136.7,98.85,182.95
2017-02-21,183.37,137.11,98.1,183.37,137.11,98.1,183.37
2017-02-22,186.04,136.53,98.2,186.04,136.53,98.2,186.04
2017-02-23,187.19,136.66,95.55,187.19,136.66,95.55,187.19
2017-02-24,187.41,136.93,95.48,187.41,136.93,95.48,187.41
2017-02-27,186.91,136.99,97.44,186.91,136.99,97.44,186.91
2017-02-28,186.35,139.79,96.66,186.35,139.79,96.66,186.35
2017-03-01,189.86,138.96,98.58,189.86,138.96,98.58,189.86
2017-03-02,189.89,139.78,94.36,189.89,139.78,94.36,189.89
2017-03-03,189.31,139.34,95.12,189.31,139.34,95.12,189.31
2017-03-06,188.9,139.52,95.66,188.9,139.52,95.66,188.9
2017-03-07,189.09,139,95.93,189.09,139,95.93,189.09
2017-03-08,189.51,138.68,93.23,189.51,138.68,93.23,189.51
2017-03-09,189.9,139.14,91.39,189.9,139.14,91.39,189.9
2017-03-10,191.21,139.2,92.31,191.21,139.2,92.31,191.21
2017-03-13,191.52,138.99,92.64,191.52,138.99,92.64,191.52
2017-03-14,190.33,140.46,91.86,190.33,140.46,91.86,190.33
2017-03-15,191.2,140.69,93.36,191.2,140.69,93.36,191.2
2017-03-16,190.31,139.99,92.85,190.31,139.99,92.85,190.31
2017-03-17,192.36,141.46,92.91,192.36,141.46,92.91,192.36
2017-03-20,193.01,139.84,95.4,193.01,139.84,95.4,193.01
2017-03-21,192.13,141.42,92.43,192.13,141.42,92.43,192.13
2017-03-22,192.22,140.92,92.43,192.22,140.92,92.43,192.22
2017-03-23,192.14,140.64,92.23,192.14,140.64,92.23,192.14
2017-03-24,191.51,140.88,92.15,191.51,140.88,92.15,191.51
2017-03-27,190.43,143.8,91.51,190.43,143.8,91.51,190.43
2017-03-28,190.99,144.12,92.95,190.99,144.12,92.95,190.99
2017-03-29,190.68,143.93,92.86,190.68,143.93,92.86,190.68
2017-03-30,191.28,143.66,93.22,191.28,143.66,93.22,191.28
2017-03-31,191.33,143.7,92.76,191.33,143.7,92.76,191.33
2017-04-03,190.72,144.77,92.27,190.72,144.77,92.27,190.72
2017-04-04,190.19,144.02,94.13,190.19,144.02,94.13,190.19
2017-04-05,190.24,143.66,94.24,190.24,143.66,94.24,190.24
2017-04-06,189.89,143.34,95.82,189.89,143.34,95.82,189.89
2017-04-07,189.99,143.17,95.52,189.99,143.17,95.52,189.99
2017-04-10,189.71,141.63,97.14,189.71,141.63,97.14,189.71
2017-04-11,190.07,141.8,97.1,190.07,141.8,97.1,190.07
2017-04-12,189.7,141.05,94.86,189.7,141.05,94.86,189.7
2017-04-13,188.65,141.83,93.1,188.65,141.83,93.1,188.65
2017-04-17,190.36,141.2,94.14,190.36,141.2,94.14,190.36
2017-04-18,190.22,140.68,94.39,190.22,140.68,94.39,190.22
2017-04-19,189.83,142.44,93.47,189.83,142.44,93.47,189.83
2017-04-20,191.16,142.27,94.66,191.16,142.27,94.66,191.16
2017-04-21,191.5,143.64,94.32,191.5,143.64,94.32,191.5
2017-04-24,194.23,144.53,96.81,194.23,144.53,96.81,194.23
2017-04-25,195.13,143.68,104.42,195.13,143.68,104.42,195.13
2017-04-26,195,143.79,104.66,195,143.79,104.66,195
2017-04-27,196.11,143.65,102.68,196.11,143.65,102.68,196.11
2017-04-28,195.83,146.58,102.26,195.83,146.58,102.26,195.83
2017-05-01,194.81,147.51,102,194.81,147.51,102,194.81
2017-05-02,196.53,147.06,101.51,196.53,147.06,101.51,196.53
2017-05-03,197.63,146.53,101.54,197.63,146.53,101.54,197.63
2017-05-04,199.51,148.96,99.39,199.51,148.96,99.39,199.51
2017-05-05,199.4,153.01,99.64,199.4,153.01,99.64,199.4
2017-05-08,198.65,153.99,99.37,198.65,153.99,99.37,198.65
2017-05-09,197.96,153.26,99.29,197.96,153.26,99.29,197.96
2017-05-10,196.64,153.95,100.36,196.64,153.95,100.36,196.64
2017-05-11,196.75,156.1,100.99,196.75,156.1,100.99,196.75
2017-05-12,196.57,155.7,100.71,196.57,155.7,100.71,196.57
2017-05-15,197.63,155.47,102.42,197.63,155.47,102.42,197.63
2017-05-16,197.91,150.25,102.34,197.91,150.25,102.34,197.91
2017-05-17,194.84,152.54,100.14,194.84,152.54,100.14,194.84
2017-05-18,195.24,153.06,100.22,195.24,153.06,100.22,195.24
2017-05-19,195.8,153.99,102.43,195.8,153.99,102.43,195.8
2017-05-22,198.51,153.8,102.29,198.51,153.8,102.29,198.51
2017-05-23,197.73,153.34,103.63,197.73,153.34,103.63,197.73
2017-05-24,197.49,153.87,103.95,197.49,153.87,103.95,197.49
2017-05-25,199.54,153.61,105.02,199.54,153.61,105.02,199.54
2017-05-26,200.67,153.67,105.66,200.67,153.67,105.66,200.67
2017-05-30,202.44,152.76,105.47,202.44,152.76,105.47,202.44
2017-05-31,204.47,153.18,105.43,204.47,153.18,105.43,204.47
2017-06-01,204.35,155.45,105.65,204.35,155.45,105.65,204.35
2017-06-02,206.7,153.93,105.95,206.7,153.93,105.95,206.7
2017-06-05,206.22,154.45,105.2,206.22,154.45,105.2,206.22
2017-06-06,205.41,155.37,104.55,205.41,155.37,104.55,205.41
2017-06-07,205.01,154.99,103.51,205.01,154.99,103.51,205.01
2017-06-08,205.94,148.98,105.01,205.94,148.98,105.01,205.94
2017-06-09,206.93,145.42,105.92,206.93,145.42,105.92,206.93
2017-06-12,207.39,146.59,106.07,207.39,146.59,106.07,207.39
2017-06-13,209.11,145.16,105.75,209.11,145.16,105.75,209.11
2017-06-14,210.01,144.29,104.71,210.01,144.29,104.71,210.01
2017-06-15,211.29,142.27,106.4,211.29,142.27,106.4,211.29
2017-06-16,213.24,146.34,107.6,213.24,146.34,107.6,213.24
2017-06-19,213.36,145.01,107.49,213.36,145.01,107.49,213.36
2017-06-20,213.36,145.87,107.04,213.36,145.87,107.04,213.36
2017-06-21,212.86,145.63,103.47,212.86,145.63,103.47,212.86
2017-06-22,212.22,146.28,103.84,212.22,146.28,103.84,212.22
2017-06-23,212.9,145.82,104.11,212.9,145.82,104.11,212.9
2017-06-26,212.61,143.73,104.25,212.61,143.73,104.25,212.61
2017-06-27,209.78,145.83,103.93,209.78,145.83,103.93,209.78
2017-06-28,210.62,143.68,106.45,210.62,143.68,106.45,210.62
2017-06-29,207.85,144.02,105.64,207.85,144.02,105.64,207.85
2017-06-30,208.19,143.5,107.46,208.19,143.5,107.46,208.19
2017-07-03,209.83,144.09,106.97,209.83,144.09,106.97,209.83
2017-07-05,209.76,142.73,107.49,209.76,142.73,107.49,209.76
2017-07-06,208.02,144.18,106.51,208.02,144.18,106.51,208.02
2017-07-07,209.59,145.06,106.92,209.59,145.06,106.92,209.59
2017-07-10,210.49,145.53,107.84,210.49,145.53,107.84,210.49
2017-07-11,209.66,145.74,108.24,209.66,145.74,108.24,209.66
2017-07-12,211.3,147.77,108.96,211.3,147.77,108.96,211.3
2017-07-13,211.09,149.04,108.47,211.09,149.04,108.47,211.09
2017-07-14,211.77,149.56,108.77,211.77,149.56,108.77,211.77
2017-07-17,211.68,150.08,108.84,211.68,150.08,108.84,211.68
2017-07-18,211.31,151.02,107.07,211.31,151.02,107.07,211.31
2017-07-19,212.1,150.34,107.85,212.1,150.34,107.85,212.1
2017-07-20,212.45,150.27,107.32,212.45,150.27,107.32,212.45
